"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","1/96","46/12100",0.307259595920715,0.478843331081478,0.423018072834014,"SLC25A6",1
"GO:0015909","GO:0015909","long-chain fatty acid transport","1/96","46/12100",0.307259595920715,0.478843331081478,0.423018072834014,"MIF",1
"GO:0031102","GO:0031102","neuron projection regeneration","1/96","46/12100",0.307259595920715,0.478843331081478,0.423018072834014,"JUN",1
"GO:0033692","GO:0033692","cellular polysaccharide biosynthetic process","1/96","46/12100",0.307259595920715,0.478843331081478,0.423018072834014,"PTGES3",1
"GO:0045682","GO:0045682","regulation of epidermis development","1/96","46/12100",0.307259595920715,0.478843331081478,0.423018072834014,"HES1",1
"GO:0051607","GO:0051607","defense response to virus","3/96","246/12100",0.310041638610909,0.482503654218374,0.426251662483937,"HSP90AA1/DDIT4/ZC3HAV1",3
"GO:0140546","GO:0140546","defense response to symbiont","3/96","246/12100",0.310041638610909,0.482503654218374,0.426251662483937,"HSP90AA1/DDIT4/ZC3HAV1",3
"GO:0006606","GO:0006606","protein import into nucleus","2/96","142/12100",0.311138745130186,0.482712192358936,0.426435888506536,"HSP90AA1/BAG3",2
"GO:0042391","GO:0042391","regulation of membrane potential","3/96","247/12100",0.312218213512965,0.482712192358936,0.426435888506536,"UBB/EIF4A3/YWHAH",3
"GO:0007005","GO:0007005","mitochondrion organization","5/96","467/12100",0.312348553392484,0.482712192358936,0.426435888506536,"HSP90AA1/BAG3/HSPD1/HIF1A/SLC25A6",5
"GO:0002204","GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"HSPD1",1
"GO:0002208","GO:0002208","somatic diversification of immunoglobulins involved in immune response","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"HSPD1",1
"GO:0006220","GO:0006220","pyrimidine nucleotide metabolic process","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"UPP1",1
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"DDIT3",1
"GO:0014823","GO:0014823","response to activity","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"HIF1A",1
"GO:0031016","GO:0031016","pancreas development","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"HES1",1
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"HES1",1
"GO:0045190","GO:0045190","isotype switching","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"HSPD1",1
"GO:0050922","GO:0050922","negative regulation of chemotaxis","1/96","47/12100",0.312776692220002,0.482712192358936,0.426435888506536,"MIF",1
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","2/96","143/12100",0.314064927408503,0.484029476358988,0.427599598853755,"HSPB1/MIF",2
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","2/96","143/12100",0.314064927408503,0.484029476358988,0.427599598853755,"HSPB1/MIF",2
"GO:0030308","GO:0030308","negative regulation of cell growth","2/96","144/12100",0.316988550410044,0.485440702767325,0.428846299469255,"HSPA1B/RGS2",2
"GO:0019693","GO:0019693","ribose phosphate metabolic process","4/96","359/12100",0.318120958743021,0.485440702767325,0.428846299469255,"HSPA1B/DDIT4/HIF1A/UPP1",4
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"UPP1",1
"GO:0019083","GO:0019083","viral transcription","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"JUN",1
"GO:0031638","GO:0031638","zymogen activation","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"CYCS",1
"GO:0035904","GO:0035904","aorta development","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"HES1",1
"GO:0045685","GO:0045685","regulation of glial cell differentiation","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"HES1",1
"GO:0048247","GO:0048247","lymphocyte chemotaxis","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"CCL3L3",1
"GO:0051145","GO:0051145","smooth muscle cell differentiation","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"HES1",1
"GO:0051353","GO:0051353","positive regulation of oxidoreductase activity","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"HIF1A",1
"GO:0051899","GO:0051899","membrane depolarization","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"YWHAH",1
"GO:0061082","GO:0061082","myeloid leukocyte cytokine production","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"MIF",1
"GO:0072078","GO:0072078","nephron tubule morphogenesis","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"HES1",1
"GO:0090303","GO:0090303","positive regulation of wound healing","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"XBP1",1
"GO:1902475","GO:1902475","L-alpha-amino acid transmembrane transport","1/96","48/12100",0.318250303565467,0.485440702767325,0.428846299469255,"RGS2",1
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","2/96","145/12100",0.319909471590957,0.487637503924067,0.43078698973558,"HES1/MIF",2
"GO:0048705","GO:0048705","skeletal system morphogenesis","2/96","146/12100",0.322827550781664,0.48903464913787,0.432021250792276,"SERPINH1/EIF4A3",2
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","2/96","146/12100",0.322827550781664,0.48903464913787,0.432021250792276,"HSPA1B/RPS3",2
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","3/96","252/12100",0.323107899507459,0.48903464913787,0.432021250792276,"PTGES3/HIF1A/CYCS",3
"GO:0014015","GO:0014015","positive regulation of gliogenesis","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"HES1",1
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"HNRNPA1",1
"GO:0035019","GO:0035019","somatic stem cell population maintenance","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"HES1",1
"GO:0043407","GO:0043407","negative regulation of MAP kinase activity","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"RGS2",1
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"PPP1R15A",1
"GO:0045071","GO:0045071","negative regulation of viral genome replication","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"ZC3HAV1",1
"GO:0046638","GO:0046638","positive regulation of alpha-beta T cell differentiation","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"HLA-DRB1",1
"GO:0046686","GO:0046686","response to cadmium ion","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"JUN",1
"GO:0051926","GO:0051926","negative regulation of calcium ion transport","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"HES1",1
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","1/96","49/12100",0.323680769119542,0.48903464913787,0.432021250792276,"DDIT4",1
"GO:0010038","GO:0010038","response to metal ion","3/96","253/12100",0.325286695481867,0.490486059434594,0.433303450515565,"HSPA5/HIF1A/JUN",3
"GO:0060562","GO:0060562","epithelial tube morphogenesis","3/96","253/12100",0.325286695481867,0.490486059434594,0.433303450515565,"RHOB/HES1/HIF1A",3
"GO:0006109","GO:0006109","regulation of carbohydrate metabolic process","2/96","147/12100",0.325742650158852,0.490486059434594,0.433303450515565,"DDIT4/HIF1A",2
"GO:0050657","GO:0050657","nucleic acid transport","2/96","147/12100",0.325742650158852,0.490486059434594,0.433303450515565,"HNRNPA1/EIF4A3",2
"GO:0050658","GO:0050658","RNA transport","2/96","147/12100",0.325742650158852,0.490486059434594,0.433303450515565,"HNRNPA1/EIF4A3",2
"GO:0001654","GO:0001654","eye development","3/96","254/12100",0.327465612354076,0.49150595803256,0.434204445708343,"HES1/HIF1A/JUN",3
"GO:0043491","GO:0043491","protein kinase B signaling","2/96","148/12100",0.328654634217745,0.49150595803256,0.434204445708343,"HSP90AA1/DDIT3",2
"GO:0044703","GO:0044703","multi-organism reproductive process","2/96","148/12100",0.328654634217745,0.49150595803256,0.434204445708343,"FKBP4/RGS2",2
"GO:0030098","GO:0030098","lymphocyte differentiation","4/96","365/12100",0.328952121609775,0.49150595803256,0.434204445708343,"HLA-DRB1/RPS6/XBP1/IRF8",4
"GO:0090066","GO:0090066","regulation of anatomical structure size","4/96","365/12100",0.328952121609775,0.49150595803256,0.434204445708343,"HSP90AA1/PPP1R15A/RGS2/KLF2",4
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","1/96","50/12100",0.329068425427278,0.49150595803256,0.434204445708343,"HLA-DRB1",1
"GO:0002548","GO:0002548","monocyte chemotaxis","1/96","50/12100",0.329068425427278,0.49150595803256,0.434204445708343,"CCL3L3",1
"GO:0042698","GO:0042698","ovulation cycle","1/96","50/12100",0.329068425427278,0.49150595803256,0.434204445708343,"HSPA5",1
"GO:0046323","GO:0046323","glucose import","1/96","50/12100",0.329068425427278,0.49150595803256,0.434204445708343,"SLC2A3",1
"GO:0060135","GO:0060135","maternal process involved in female pregnancy","1/96","50/12100",0.329068425427278,0.49150595803256,0.434204445708343,"RGS2",1
"GO:0060411","GO:0060411","cardiac septum morphogenesis","1/96","50/12100",0.329068425427278,0.49150595803256,0.434204445708343,"HES1",1
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","1/96","50/12100",0.329068425427278,0.49150595803256,0.434204445708343,"HES1",1
"GO:0051604","GO:0051604","protein maturation","3/96","255/12100",0.329644580319876,0.492036514994882,0.4346731484534,"SERPINH1/HSPD1/CYCS",3
"GO:0007254","GO:0007254","JNK cascade","2/96","149/12100",0.331563369744667,0.494238035087935,0.43661800750566,"GADD45G/GADD45B",2
"GO:0009060","GO:0009060","aerobic respiration","2/96","149/12100",0.331563369744667,0.494238035087935,0.43661800750566,"HIF1A/CYCS",2
"GO:0001501","GO:0001501","skeletal system development","4/96","368/12100",0.334377607495215,0.495583401419875,0.43780652624666,"SERPINH1/RPL13/HIF1A/EIF4A3",4
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","1/96","51/12100",0.334413606436322,0.495583401419875,0.43780652624666,"HSPA1B",1
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","1/96","51/12100",0.334413606436322,0.495583401419875,0.43780652624666,"HLA-DRB1",1
"GO:0006879","GO:0006879","cellular iron ion homeostasis","1/96","51/12100",0.334413606436322,0.495583401419875,0.43780652624666,"HIF1A",1
"GO:0010517","GO:0010517","regulation of phospholipase activity","1/96","51/12100",0.334413606436322,0.495583401419875,0.43780652624666,"RGS2",1
"GO:0061333","GO:0061333","renal tubule morphogenesis","1/96","51/12100",0.334413606436322,0.495583401419875,0.43780652624666,"HES1",1
"GO:1905517","GO:1905517","macrophage migration","1/96","51/12100",0.334413606436322,0.495583401419875,0.43780652624666,"MIF",1
"GO:2000242","GO:2000242","negative regulation of reproductive process","1/96","51/12100",0.334413606436322,0.495583401419875,0.43780652624666,"PAEP",1
"GO:0051236","GO:0051236","establishment of RNA localization","2/96","150/12100",0.334468725789884,0.495583401419875,0.43780652624666,"HNRNPA1/EIF4A3",2
"GO:0150063","GO:0150063","visual system development","3/96","258/12100",0.33618110073447,0.497556525405395,0.439549616421754,"HES1/HIF1A/JUN",3
"GO:0030072","GO:0030072","peptide hormone secretion","2/96","151/12100",0.337370573640724,0.497556525405395,0.439549616421754,"HLA-DRB1/HIF1A",2
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","2/96","151/12100",0.337370573640724,0.497556525405395,0.439549616421754,"EIF4A3/ZC3HAV1",2
"GO:0000271","GO:0000271","polysaccharide biosynthetic process","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"PTGES3",1
"GO:0002218","GO:0002218","activation of innate immune response","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"HSP90AA1",1
"GO:0006767","GO:0006767","water-soluble vitamin metabolic process","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"SLC2A3",1
"GO:0010332","GO:0010332","response to gamma radiation","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"HSPA5",1
"GO:0021675","GO:0021675","nerve development","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"HES1",1
"GO:0032387","GO:0032387","negative regulation of intracellular transport","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"BAG3",1
"GO:0043506","GO:0043506","regulation of JUN kinase activity","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"RPS3",1
"GO:0043627","GO:0043627","response to estrogen","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"HSP90AA1",1
"GO:0046902","GO:0046902","regulation of mitochondrial membrane permeability","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"SLC25A6",1
"GO:0048814","GO:0048814","regulation of dendrite morphogenesis","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"YWHAH",1
"GO:0055013","GO:0055013","cardiac muscle cell development","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"RGS2",1
"GO:0072028","GO:0072028","nephron morphogenesis","1/96","52/12100",0.339716643516753,0.497556525405395,0.439549616421754,"HES1",1
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","2/96","152/12100",0.340268786794979,0.497556525405395,0.439549616421754,"SERPINH1/DNAJB6",2
"GO:0016241","GO:0016241","regulation of macroautophagy","2/96","152/12100",0.340268786794979,0.497556525405395,0.439549616421754,"BAG3/HIF1A",2
"GO:0044706","GO:0044706","multi-multicellular organism process","2/96","152/12100",0.340268786794979,0.497556525405395,0.439549616421754,"FKBP4/RGS2",2
"GO:0071478","GO:0071478","cellular response to radiation","2/96","152/12100",0.340268786794979,0.497556525405395,0.439549616421754,"RHOB/HSPA5",2
"GO:1901215","GO:1901215","negative regulation of neuron death","2/96","152/12100",0.340268786794979,0.497556525405395,0.439549616421754,"HIF1A/JUN",2
"GO:0061061","GO:0061061","muscle structure development","5/96","485/12100",0.340689838774048,0.497845322145542,0.439804744211007,"ID3/HES1/XBP1/RGS2/DDIT3",5
"GO:0048880","GO:0048880","sensory system development","3/96","261/12100",0.342715619242128,0.500477169870308,0.442129761769482,"HES1/HIF1A/JUN",3
"GO:1901654","GO:1901654","response to ketone","2/96","153/12100",0.343163240934573,0.500802449253796,0.442417118925789,"DDIT4/KLF2",2
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","4/96","373/12100",0.343430859061926,0.500825101972398,0.442437130709906,"HSPB1/HSP90AA1/MIF/HMGB2",4
"GO:0003281","GO:0003281","ventricular septum development","1/96","53/12100",0.344977865480763,0.500825101972398,0.442437130709906,"HES1",1
"GO:0016447","GO:0016447","somatic recombination of immunoglobulin gene segments","1/96","53/12100",0.344977865480763,0.500825101972398,0.442437130709906,"HSPD1",1
"GO:0021510","GO:0021510","spinal cord development","1/96","53/12100",0.344977865480763,0.500825101972398,0.442437130709906,"BAG3",1
"GO:0032835","GO:0032835","glomerulus development","1/96","53/12100",0.344977865480763,0.500825101972398,0.442437130709906,"HES1",1
